id	file	section	line	kind	disposition	target	duplicate_of	near_duplicate_of	sentence	phase3
R1704	.agents/templates/product-model.md	Key Partnerships	41	method	template	template			An integration is not a partnership agreement.	template:unchanged-until-phase-4
R1705	.agents/templates/product-model.md	Cost Structure	46	method	template	template			Shared costs are counted once; allocate only with an explicit basis.	template:unchanged-until-phase-4
R1706	.agents/templates/product-model.md	Funding	53	prohibition	template	template			Do not invent budgets, financing or contribution margins.	template:unchanged-until-phase-4
R1707	.agents/templates/product-model.md	Assumptions and decision rules	58	method	template	template			Operator facts block only decisions that require them.	template:unchanged-until-phase-4
R1708	.agents/templates/product-model.md	Assumptions and decision rules	58	method	template	template			Record the next bounded model decision.	template:unchanged-until-phase-4
R1709	.agents/templates/product-research.md	Product research	9	method	template	template			Prepared before its strategic selection and maintained with the product.	template:unchanged-until-phase-4
R1710	.agents/templates/product-research.md	Product research	9	evidence	template	template			No business-wide Research document.	template:unchanged-until-phase-4
R1711	.agents/templates/product-research.md	Product research	9	evidence	template	template			Sources and findings remain here; they do not become client facts in Product or a model.	template:unchanged-until-phase-4
R1712	.agents/templates/product-research.md	Decision and scope	15	evidence	template	template			Keep questions, methods, observations, limitations, contradictions and implications together here; owners cite finding IDs rather than copying them.	template:unchanged-until-phase-4
R1713	.agents/templates/product-research.md	Decision and scope	15	method	template	template			Include only materially relevant supporting activities.	template:unchanged-until-phase-4
R1714	.agents/templates/product-research.md	Alternatives and competition	28	method	template	template			Explain why the comparison set fits this product; availability does not prove demand.	template:unchanged-until-phase-4
R1715	.agents/templates/product-research.md	Findings and unknowns	42	gate-candidate	template	template			It must start with a letter, contain only letters/digits, and be unique among products in the same source-layer catalog.	template:unchanged-until-phase-4
R1716	.agents/templates/product-research.md	Findings and unknowns	42	inheritance	template	template			Give each finding the short ID `<product-prefix>-<SPS|S>-<number>`: `EX-SPS-01` belongs to `singlepage`, and `EX-S-01` belongs to `startup`.	template:unchanged-until-phase-4
R1717	.agents/templates/product-research.md	Findings and unknowns	42	method	duplicate	.agents/roles/market-researcher.md:44	.agents/roles/market-researcher.md:44		Use at least two digits for the number.	template:unchanged-until-phase-4
R1718	.agents/templates/product-research.md	Findings and unknowns	42	inheritance	template	template		.agents/roles/market-researcher.md:44	Keep the source marker when inherited; `default` never owns findings.	template:unchanged-until-phase-4
R1719	.agents/templates/product-research.md	Findings and unknowns	42	evidence	template	template			Declare findings as bold IDs at the start of a paragraph, list item or table row.	template:unchanged-until-phase-4
R1720	.agents/templates/product-research.md	Findings and unknowns	42	evidence	template	template			Use the complete short ID in every citation and metadata `finding_ids` entry; spell out ranges as complete IDs.	template:unchanged-until-phase-4
R1721	.agents/templates/product-research.md	Findings and unknowns	42	method	template	template			Dotted namespaces and unqualified IDs are not valid.	template:unchanged-until-phase-4
R1722	.agents/templates/product-research.md	Sources	54	evidence	template	template			As many compact source rows as material findings need, with no hard cap: stable ID, attributable source/link, original access date, supported finding, and limitation.	template:unchanged-until-phase-4
R1723	.agents/templates/product-research.md	Sources	54	evidence	template	template			Sources shared by products need an explicit applicability statement in each consuming product.	template:unchanged-until-phase-4
R1724	.agents/templates/product-research.md	Sources	54	evidence	template	template			Source IDs may be local to this document; cross-document source references must include its Research path.	template:unchanged-until-phase-4
R1725	.agents/templates/product-research.md	Sources	60	gate-candidate	duplicate	.agents/contracts/product-models.md:229	.agents/contracts/product-models.md:229		Apply `.agents/contracts/research-sales-audit.md` for segment-by-segment Sales validation, competitor detail, evidence verdicts and the reusable Research tree.	template:reference-fixed
R1726	.agents/templates/product-research-segment.md	Segment research	11	gate-candidate	template	template			Register this page under catalog section research; use actual Product/Sales IDs.	template:unchanged-until-phase-4
R1727	.agents/templates/product-research-segment.md	Segment research	11	readability	duplicate	workflow (one readability paragraph)			Follow .agents/contracts/research-sales-audit.md and document-readability.md.	template:reference-fixed
R1728	.agents/templates/product-research-segment.md	Segment research	11	evidence	template	template			Do not leave template instructions as completed research.	template:unchanged-until-phase-4
R1729	.agents/templates/product-research-segment.md	Needs and reasons to choose	25	evidence	template	template			Use stable finding IDs, source links/dates and limitations; avoid unsupported emotions, personas, success rates or guarantees.	template:unchanged-until-phase-4
R1730	.agents/templates/product-research-segment.md	Acquisition and Customer Journey Map	32	method	template	template			Inspect each acquisition route and CJM step.	template:unchanged-until-phase-4
R1731	.agents/templates/product-research-segment.md	Acquisition and Customer Journey Map	32	method	template	template			Capability or channel availability alone does not establish discovery, conversion, retention or willingness to pay.	template:unchanged-until-phase-4
R1732	.agents/templates/product-research-segment.md	Commercial conclusions	37	method	template	template			What is supported, needs refinement, contradicted or unresolved; consequences for this segment's offer, Sales route, Website and Marketing Creative.	template:unchanged-until-phase-4
R1733	.agents/templates/product-research-segment.md	Commercial conclusions	37	method	template	template			Preserve material uncertainty without turning the page into an engineering test plan.	template:unchanged-until-phase-4
R1734	.agents/templates/product-research-segment.md	Sources	43	evidence	template	template			All material sources with stable ID/link, date, publisher, population/sample, relevance, commercial interest and limitations; no arbitrary source count cap.	template:unchanged-until-phase-4
R1735	.agents/templates/product-research-competitors.md	Competitors and alternatives	9	gate-candidate	template	template			Register in catalog section research.	template:unchanged-until-phase-4
R1736	.agents/templates/product-research-competitors.md	Competitors and alternatives	9	readability	duplicate	workflow (one readability paragraph)			Follow research-sales-audit.md and document-readability.md.	template:reference-fixed
R1737	.agents/templates/product-research-competitors.md	Offer comparison	20	evidence	template	template			Use authoritative current sources.	template:unchanged-until-phase-4
R1738	.agents/templates/product-research-competitors.md	Offer comparison	20	method	template	template			Record control/ownership and distribution when material to the customer.	template:unchanged-until-phase-4
R1739	.agents/templates/product-research-competitors.md	Offer comparison	20	method	template	template			Vendor descriptions establish their offer, not unbiased customer outcomes.	template:unchanged-until-phase-4
R1740	.agents/templates/product-research-competitors.md	Alternative detail	26	evidence	template	template			Give each material alternative enough room for decision context, distinguishing strengths/limitations, source-backed facts, counterevidence and implications for the matching segment.	template:unchanged-until-phase-4
R1741	.agents/templates/product-research-competitors.md	Alternative detail	26	evidence	template	template			Split into child pages if useful; keep stable finding IDs.	template:unchanged-until-phase-4
R1742	.agents/templates/product-analytics.md	Product analytics	8	evidence	template	template			Record current values, periods and sources here without copying those definitions.	template:unchanged-until-phase-4
R1743	.agents/templates/product-analytics.md	Measurement scope	15	prohibition	template	template			State which parts of the intended customer journey can and cannot currently be observed.	template:unchanged-until-phase-4
R1744	.agents/templates/product-analytics.md	Measurement scope	15	method	template	template			Missing data is unknown, not zero.	template:unchanged-until-phase-4
R1745	.agents/templates/product-analytics.md	Product usage and retention	26	method	template	template			Keep planned events and instrumentation gaps distinct from measurements.	template:unchanged-until-phase-4
R1746	.agents/templates/product-analytics.md	Sources and limitations	37	evidence	template	template			Name each analytics, CRM, payment, interview or manually inspected source, access date, coverage, attribution rule and limitation.	template:unchanged-until-phase-4
R1747	.agents/templates/product-analytics.md	Sources and limitations	37	evidence	template	template			Research cites this page when it draws a conclusion; it does not replace the observations with a second copy.	template:unchanged-until-phase-4
R1748	.agents/templates/website.md	Website	8	readability	duplicate	.agents/templates/brand.md:8	.agents/templates/brand.md:8		Prefer about 1,400 words per page; preserve material information if longer.	template:unchanged-until-phase-4
R1749	.agents/templates/website.md	Website	8	prohibition	template	template			Describe the visitor experience engineering should build; production implementation and runtime tests do not gate this document.	template:unchanged-until-phase-4
R1750	.agents/templates/website.md	Website	12	method	template	template			The rendered body contains only project-specific visitor experience, routes, copy and material interaction behavior.	template:unchanged-until-phase-4
R1751	.agents/templates/website.md	Website	12	method	template	template			Keep Text/Layout synchronization, approved-design application, responsiveness/accessibility checks, confirmation, dependencies, implementation, backend and security instructions in this comment, the Web Designer role, metadata or engineering work.	template:unchanged-until-phase-4
R1752	.agents/templates/website.md	Website	12	prohibition	template	template			Do not render them as generic guidance or an “awaiting review” conclusion.	template:unchanged-until-phase-4
R1753	.agents/templates/website.md	Objective and customer result	21	gate-candidate	template	template			The recognizable customer problem, supplied material, concrete product output and business result the site helps the person pursue Target Product segment plus the Sales acquisition and CJM IDs this site serves Customer language; avoid brand-first headings, vague “start” CTAs and internal terms that a first-time visitor would not understand	template:unchanged-until-phase-4
R1754	.agents/templates/website.md	Customer journey and site structure	29	workflow	template	template			Complete site tree derived from the whole applicable CJM, including discovery, access, intake, workspace, purchase, settings, delivery/publication, continuation, support and cross-product handoff where applicable For every route: visitor situation, page purpose, required information, primary action, next route and recovery or alternative path Cross-route continuity: saved work, return destination after sign-in or purchase, and which screen owns each customer decision	template:unchanged-until-phase-4
R1755	.agents/templates/website.md	Key product interactions	39	method	template	template			Project-specific uploads, forms, choices, editable outputs, purchase moments, publishing, support and handoffs that make the customer journey work Only states that materially change what the person understands, can do next or must recover from; generic UI-state and quality checklists stay outside the body Exact commercial behavior comes from Product, model and Sales rather than a second price, support or scope description	template:unchanged-until-phase-4
R1756	.agents/templates/website.md	Page copy and metadata	48	gate-candidate	template	template			Final customer-facing title, description and route-specific messages Author each route's complete headings, offer, process, CTA, form labels, consequential states and metadata in its product-owned Markdown page Keep overview and page copy complementary rather than duplicated	template:unchanged-until-phase-4
R1757	.agents/templates/website.md	Page copy and metadata	53	gate-candidate	template	template			Framework contract: register one catalog node per route with representations.text and optional representations.preview.	template:unchanged-until-phase-4
R1758	.agents/templates/website.md	Page copy and metadata	53	method	template	template			Keep the shared review shell outside exported customer layouts.	template:unchanged-until-phase-4
R1759	.agents/templates/website.md	Page copy and metadata	53	method	template	template			Apply approved Design and verify responsive/accessibility behavior without restating those defaults in the artifact.	template:unchanged-until-phase-4
R1760	.agents/templates/website.md	Page copy and metadata	62	method	template	template			Use the existing internationalization configuration and localized vocabulary fields.	template:unchanged-until-phase-4
R1761	.agents/templates/website.md	Page copy and metadata	62	gate-candidate	template	template			Text/Layout/export must use the same locale and canonical wording.	template:unchanged-until-phase-4
R1762	.agents/templates/creative.md	Marketing Creative	8	readability	duplicate	.agents/templates/brand.md:8	.agents/templates/brand.md:8		Prefer about 1,400 words per page; preserve material information if longer.	template:unchanged-until-phase-4
R1763	.agents/templates/creative.md	Objective and selected distribution	12	method	template	template			One measurable communication objective from the approved strategy Only channels selected for the current experiment; explicitly list excluded channels and paid-media status Audience situation, entry point, destination, action, and tracking boundary	template:unchanged-until-phase-4
R1764	.agents/templates/creative.md	Message-to-format plan	19	evidence	template	template			For each selected channel: format, role in the journey, message, proof or disclosure, action, destination, and required variants Reuse the approved communication hierarchy; do not create a new position, unsupported claim, or generic content calendar	template:unchanged-until-phase-4
R1765	.agents/templates/creative.md	Creative system application	26	gate-candidate	template	template			Apply the approved brand colors, typography, logos, photography language, illustration language, grid, motion, and accessibility rules Define format-specific composition, safe areas, crop behavior, duration or frame sequence, captions, alt text, and platform constraints Do not redefine the brand system and do not include website navigation, forms, validation, page sections, or post-conversion UI	template:unchanged-until-phase-4
R1766	.agents/templates/creative.md	Production specification	35	evidence	template	template			Exact asset IDs, copy, prompts, variants, source and rights status, output dimensions, export target, naming, and owner Tracking event and the material customer action after the click or view Address material Marketing Creative constraints and unresolved questions; unselected formats remain absent rather than filled with placeholders	template:unchanged-until-phase-4
R1767	.agents/templates/creative.md	Production specification	41	gate-candidate	template	template			Register actual selected covers, article/post copy, storyboards and optional motion as product-owned catalog pages with Text/Layout.	template:unchanged-until-phase-4
R1768	.agents/templates/creative.md	Production specification	41	method	template	template			Use shared utils/media artboards, PNG, and optional Remotion/MP4 instead of project-specific export engines.	template:unchanged-until-phase-4
R1769	.agents/templates/creative.md	Production specification	41	evidence	template	template			This overview owns the campaign direction; canonical material copy lives once in each material source.	template:unchanged-until-phase-4
R1770	.agents/templates/creative.md	Production specification	41	confirmation	template	template			Review state, approval mechanics, framework behavior and generic production QA stay in metadata, roles and tools rather than visible material copy.	template:unchanged-until-phase-4
R1771	.agents/templates/products.yaml	(top)	1	gate-candidate	template	template			Save at products/<layer>/catalog.yaml; keep both layer catalogs from the outset.	template:unchanged-until-phase-4
R1772	.agents/templates/products.yaml	(top)	1	gate-candidate	template	template			All catalog paths (documents, data, and React entry points) use products/<layer>/.	template:unchanged-until-phase-4
R1773	.agents/templates/products.yaml	(top)	6	method	template	template			Keep every client-confirmed product, including drafts and products outside the current experiment.	template:unchanged-until-phase-4
R1774	.agents/templates/products.yaml	(top)	6	inheritance	template	template			Every product belongs to exactly one layer and keeps Research, Sales, Product, Analytics, and its promotional materials together.	template:unchanged-until-phase-4
R1775	.agents/templates/products.yaml	(top)	6	method	template	template			Optional sections augment core tabs or add tabs; nested pages may use any supported working format.	template:unchanged-until-phase-4
R1776	.agents/templates/products.yaml	(top)	6	inheritance	template	template			Shared utilities live in utils/products/, while product pages, components, and supporting files stay in their layer folder.	template:unchanged-until-phase-4
R1777	.agents/templates/products.yaml	(top)	6	migration	template	template			Legacy content and website_component fields remain supported.	template:unchanged-until-phase-4
R1778	.agents/templates/products.yaml	(top)	6	gate-candidate	template	template			If startup contains at least one product, the complete startup catalog replaces the complete singlepage catalog in default; products never merge by ID across layers.	template:unchanged-until-phase-4
R1779	.agents/templates/products.yaml	(top)	16	gate-candidate	template	template			models: id: replace-with-model-id name: Model name source: models/replace-with-model-id/model.md uses: [] # optional IDs of other models owning shared resources; no cycles products: id: replace-with-kebab-case-id model: replace-with-model-id name: Replace with product name summary: Replace with one-sentence product summary. research: replace-with-id/research.md sales: replace-with-id/sales.yaml product: replace-with-id/product.md analytics: replace-with-id/analytics.md	template:unchanged-until-phase-4
R1780	.agents/templates/products.yaml	Materials below are optional until their stage; declared files must exist.	31	method	template	template			website: replace-with-id/website.md marketing_creative: replace-with-id/marketing-creative.md presentation: replace-with-id/presentation/ProjectPresentation.tsx presentation_data: replace-with-id/presentation/data.yaml	template:unchanged-until-phase-4
R1781	.agents/templates/products.yaml	export: pdf	60	gate-candidate	template	template			Every v2 product needs a model from this same catalog.	template:unchanged-until-phase-4
R1782	.agents/templates/products.yaml	export: pdf	60	prohibition	template	template			Never create Business/Portfolio or a mandatory duplicate canvas overview.	template:unchanged-until-phase-4
R1783	.agents/templates/sales-process.yaml	(top)	13	gate-candidate	template	template			Each id matches Product frontmatter customer_segments and its Customer Segments section.	template:unchanged-until-phase-4
R1784	.agents/templates/sales-process.yaml	(top)	13	workflow	template	template			Studio supplies Overview and one sidebar page per segment; no layout file is needed. id: segment-id name: Customer segment name audience: Who this is, their situation and intended progress. roles: User, buyer/payer, beneficiary and decision-maker, including delegated choice. needs: [Needs and pains grounded in client inputs or attributed evidence] motivations: [Why this audience cares and wants the outcome] purchase_trigger: Circumstance that prompts purchase or free adoption. decision_criteria: [What matters when comparing alternatives] value_proposition: Benefit offered to this segment. objections: concern: Reason to hesitate or choose another approach. response: Truthful sales argument addressing the concern. evidence: What to show; distinguish a proposed demonstration from existing proof. acquisition: id: channel-id channel: Specific source of discovery. context: Customer situation, question or intent at this source. message: Relevant promise. cta: Next action. destination: Named page, experience or handoff. journey: id: journey-step-id name: Customer Journey Map phase customer_goal: Result the customer wants here. customer_action: What they do. customer_question: Question before continuing, not a fabricated customer quote. experience: Desired experience; label inferred motives in source metadata. touchpoint: Where interaction happens. owner: Responsible person or role. entry_conditions: [] required_fields: [] # Context needed, not mandatory forms. action: Business response and value delivered. exit_condition: Intended transition. failure: Commercial alternative, abandonment, help or optional continuation. metric: Relevant business measure without invented targets.	template:unchanged-until-phase-4
R1785	.agents/templates/sales-process.yaml	(top)	13	method	template	template			At 40-products, develop each segment from approved direction.	template:unchanged-until-phase-4
R1786	.agents/templates/sales-process.yaml	(top)	13	readability	duplicate	workflow (one readability paragraph)			Keep each rendered segment preferably around 1,400 words, with no aggregate YAML or segment cap.	template:unchanged-until-phase-4
R1787	.agents/templates/sales-process.yaml	(top)	13	method	template	template			Preserve all material context, and support/retention without forcing everyone through optional actions.	template:unchanged-until-phase-4
R1788	.agents/templates/sales-process.yaml	(top)	13	method	template	template			No software bugs, tests or installation gates belong here.	template:unchanged-until-phase-4
R1789	.agents/templates/sales-process.yaml	(top)	13	evidence	template	template			Sources classify facts, proposals and unknowns; confirmation stays in metadata.	template:unchanged-until-phase-4
R1790	.agents/templates/asset-index.yaml	(top)	22	evidence	template	template			Register every materially used visual reference as source_type: public-reference.	template:unchanged-until-phase-4
R1791	.agents/templates/asset-index.yaml	(top)	22	evidence	template	template			Its purpose names the observable quality to pursue or avoid; rights_status and prohibited_use make clear that preference does not grant copying, derivation, publication, trademark, imagery, or source-file rights.	template:unchanged-until-phase-4
R1792	.agents/templates/asset-index.yaml	(top)	22	method	template	template			Every client or public-reference Design input declares one intake_category: identity, interface, typography, photography, illustration, or marketing-creative.	template:unchanged-until-phase-4
R1793	.agents/templates/asset-index.yaml	(top)	22	prohibition	template	template			`unclassified` is a temporary correction state and never satisfies a Design gate.	template:unchanged-until-phase-4
R1794	.agents/templates/asset-index.yaml	(top)	22	confirmation	template	template			When the owning decision rejects or replaces an input, remove its exact file, registry row, and stale current links after checking references.	template:unchanged-until-phase-4
R1795	.agents/templates/asset-index.yaml	(top)	22	method	template	template			Every categorized preference reference also records `preference_signal` as the operator's exact observable liked or disliked quality.	template:unchanged-until-phase-4
R1796	.agents/templates/asset-index.yaml	(top)	22	prohibition	template	template			A category label or file alone never authorizes an agent-inferred preference.	template:unchanged-until-phase-4
R1797	.agents/templates/asset-index.yaml	(top)	22	inheritance	template	template			For source_type: generated, lifecycle is required and must be proposed or approved. proposal_id must equal the design artifact's current Visual proposal ID, and the path must be below assets/<layer>/generated/<proposal_id>/.	template:unchanged-until-phase-4
R1798	.agents/templates/asset-index.yaml	(top)	22	confirmation	template	template			Rejected, withdrawn, superseded, stale, or obsolete generated outputs are deleted with their registry entries; the active registry never archives them.	template:unchanged-until-phase-4
R1799	.agents/templates/asset-index.yaml	(top)	22	method	template	template			When an asset must appear in the reusable Design projection, design_role names the renderer family (for example logo, photography, or motif) and design_key is the stable semantic slot used by brand-derived data.	template:unchanged-until-phase-4
R1800	.agents/templates/asset-index.yaml	(top)	22	prohibition	template	template			React components must never select a project asset by its full project-specific ID.	template:unchanged-until-phase-4
R1801	.agents/README.md	SinglePageStartup agent system	3	method	operator-doc	operator-doc			Provider directories such as `.claude/` and `.codex/` contain only native discovery metadata and adapters to these files.	kept:operator-doc
R1802	.agents/README.md	Ownership	10	method	operator-doc	operator-doc			`workflows/pre-development.md` coordinates the local process before engineering through durable `00`, `10`, `20`, `30`, and `40` stages.	kept:operator-doc
R1803	.agents/README.md	Ownership	10	evidence	operator-doc	operator-doc			`roles/SOURCES.md` is provenance only and is not routine context.	kept:operator-doc
R1804	.agents/README.md	Ownership	10	method	operator-doc	operator-doc			Questions and constraints belong in their owning document, not a separate checklist.	kept:operator-doc
R1805	.agents/README.md	Ownership	10	method	operator-doc	operator-doc			`contracts/` contains rules that apply across roles and workflows.	kept:operator-doc
R1806	.agents/README.md	Ownership	10	inheritance	operator-doc	operator-doc			Every role and workflow invokes it after content and evidence are correct; provider adapters inherit the rule from their canonical source.	kept:operator-doc
R1807	.agents/README.md	Ownership	26	method	operator-doc	operator-doc			Executable GitHub helpers remain under `.claude/helpers/` for path compatibility; they are shared runtime utilities, not Claude-owned process definitions.	kept:operator-doc
R1808	.agents/README.md	Ownership	29	inheritance	operator-doc	operator-doc			Synchronization and agent startup do not run this adaptation command or depend on its completion.	kept:operator-doc
R1809	.agents/README.md	Ownership	29	migration	operator-doc	operator-doc			`tools/upstream/migrations.mjs` checks integrated history and maintains a small checkout-local Git cursor; it does not store project facts or run commit text.	kept:operator-doc
R1810	.agents/README.md	Loading rule	39	method	duplicate	workflow			Context selection exists to prevent project and role collisions, not to limit investigation.	removed:duplicate (workflow)
R1811	.agents/README.md	Loading rule	39	evidence	duplicate	workflow			Load additional relevant material whenever it is needed to verify a material claim or complete the professional review.	removed:duplicate (workflow)
R1812	.agents/README.md	Loading rule	45	readability	duplicate	workflow (one readability paragraph)			Primary living documents remain operator-readable: preferably about 1,400 words per page (not a hard cap), one current decision per topic, and no interview chronology or workflow history.	removed:restatement (workflow working rules own it)
R1813	.agents/README.md	Loading rule	45	method	duplicate	workflow			Assets is a reference register and are loaded by current use.	removed:duplicate (workflow)
R1814	.agents/README.md	Loading rule	49	inheritance	duplicate	workflow			Start with the active workflow and resolve the repository-owned layer.	removed:duplicate (workflow)
R1815	.agents/README.md	Loading rule	49	workflow	duplicate	workflow			Run the mandatory GitHub preflight before reading the layer-local `apps/studio/workspace/utils/pre-development/<layer>.yaml` cursor.	removed:duplicate (workflow)
R1816	.agents/README.md	Loading rule	49	workflow	duplicate	workflow			Reconcile the cursor against the current pipeline using `contracts/pipeline-reconciliation.md`, then against its artifact prerequisite closure, and only then load the active consolidated role, the current stage criteria, and material questions in the owning documents.	removed:duplicate (workflow)
R1817	.agents/README.md	Loading rule	49	inheritance	duplicate	workflow			Read the singlepage-to-startup resolution but write changes only to the repository-owned layer's source.	removed:duplicate (workflow)
R1818	.agents/README.md	Loading rule	49	inheritance	duplicate	workflow			Do not load all workflows, roles, unrelated stages, knowledge, templates, or both complete project layers into one context.	removed:duplicate (workflow)
R1819	.agents/README.md	Loading rule	61	workflow	duplicate	workflow			Pipeline reconciliation runs on every invocation.	removed:duplicate (workflow)
R1820	.agents/README.md	Loading rule	61	migration	duplicate	workflow			It stores no pipeline version or migration journal and requires no separate user command.	removed:duplicate (workflow)
R1821	.agents/README.md	Loading rule	68	method	duplicate	workflow			Canonical files are not provider discovery entries.	removed:duplicate (workflow)
R1822	.agents/README.md	Loading rule	68	method	duplicate	workflow			A provider adapter must explicitly load the matching role.	removed:duplicate (workflow)
R1823	.agents/README.md	Loading rule	68	evidence	duplicate	workflow			Codex does this through `.codex/agents/<role>.toml`; a registry ID or source URL alone never adds content to the model context.	removed:duplicate (workflow)
R1824	.agents/README.md	Pre-development workspace projections	81	inheritance	duplicate	contract:inheritance			Agents resolve `singlepage → startup → default`, but write only to the active repository-owned `singlepage` or `startup` source.	removed:duplicate (contract:inheritance)
R1825	.agents/README.md	Pre-development workspace projections	81	prohibition	duplicate	contract:inheritance			They never create or edit a `default` Markdown, YAML, or generated content file.	removed:duplicate (contract:inheritance)
R1826	.agents/README.md	Pre-development workspace projections	81	gate-candidate	duplicate	contract:inheritance			An empty startup source passes singlepage through unchanged; product catalogs follow their atomic replacement rule defined in `workflows/pre-development.md`.	removed:duplicate (contract:inheritance)
R1827	.agents/README.md	Pre-development workspace projections	87	method	duplicate	contract:inheritance			Brief records the products in scope and the limited role of supporting activities. product models records only client facts, supplied materials, and confirmed intentions.	removed:duplicate (contract:inheritance)
R1828	.agents/README.md	Pre-development workspace projections	87	evidence	duplicate	contract:inheritance			Each product owns Research, Sales and Analytics in its product folder; external research starts before strategic selection at `10-strategy`, not during intake.	removed:duplicate (contract:inheritance)
R1829	.agents/README.md	Pre-development workspace projections	87	method	duplicate	contract:inheritance		.agents/roles/strategist.md:18	Strategy describes one concrete final picture of the whole project after it satisfies the approved Brief as fully as known constraints allow.	removed:duplicate (contract:inheritance)
R1830	.agents/README.md	Pre-development workspace projections	87	method	duplicate	contract:inheritance			Detailed campaigns and tests belong to product work.	removed:duplicate (contract:inheritance)
R1831	.agents/README.md	Pre-development workspace projections	87	method	duplicate	contract:inheritance			Products retains every client-confirmed product regardless of marketing priority.	removed:duplicate (contract:inheritance)
R1832	.agents/README.md	Pre-development workspace projections	87	gate-candidate	duplicate	contract:inheritance			A showcase, reference project, possible future payment, repository folder, or agent idea never creates a catalog entry by inference.	removed:duplicate (contract:inheritance)
R1833	.agents/README.md	Pre-development workspace projections	100	inheritance	duplicate	contract:inheritance			The owner reviews `default` first in Storybook Studio and opens `singlepage` or `startup` only to inspect provenance or edit the corresponding canonical source.	removed:duplicate (contract:inheritance)
R1834	apps/studio/workspace/README.md	Workspace	3	method	operator-doc	operator-doc			AI agents edit the files in this directory; Storybook Studio renders the same files as a read-only review surface.	kept:operator-doc
R1835	apps/studio/workspace/README.md	Workspace	3	method	operator-doc	operator-doc			There is no generated `default` file and no separate JSON content store.	kept:operator-doc
R1836	apps/studio/workspace/README.md	Workspace	8	method	operator-doc	operator-doc			The owner should be able to review the project in order without understanding a marketing framework.	kept:operator-doc
R1837	apps/studio/workspace/README.md	Workspace	8	method	operator-doc	operator-doc			Product materials change more often and affect only their own offer.	kept:operator-doc
R1838	apps/studio/workspace/README.md	Review order	20	inheritance	operator-doc	operator-doc			Open `singlepage` or `startup` only when you need to see where a value came from.	kept:operator-doc
R1839	apps/studio/workspace/README.md	Review order	23	gate-candidate	operator-doc	operator-doc			Every review document can be downloaded without its confirmation frontmatter.	kept:operator-doc
R1840	apps/studio/workspace/README.md	Review order	23	gate-candidate	operator-doc	operator-doc			Use Markdown when another chat or project needs the complete semantic source; headings and tables stay authored Markdown.	kept:operator-doc
R1841	apps/studio/workspace/README.md	Review order	23	method	operator-doc	operator-doc			Use HTML when the rendered Brand, Design, product page, or other visual composition is also relevant.	kept:operator-doc
R1842	apps/studio/workspace/README.md	Review order	23	method	operator-doc	operator-doc			The HTML snapshot contains the current layout, active styles, and local images, while the Markdown remains the authoritative portable text.	kept:operator-doc
R1843	apps/studio/workspace/README.md	Document review status	32	inheritance	operator-doc	operator-doc			Source layer provenance remains in the selected projection and document metadata.	kept:operator-doc
R1844	apps/studio/workspace/README.md	Document review status	41	method	operator-doc	operator-doc			The shared `DesignRenderer` owns the header even when the overview block is omitted or a project supplies a complete custom template.	kept:operator-doc
R1845	apps/studio/workspace/README.md	Document review status	41	gate-candidate	operator-doc	operator-doc			Custom templates start their content headings at H2 and do not repeat the document title or badge.	kept:operator-doc
R1846	apps/studio/workspace/README.md	Document review status	41	method	operator-doc	operator-doc			Scope project styles to the visual canvas so a new identity does not restyle the Workspace header.	kept:operator-doc
R1847	apps/studio/workspace/README.md	Document review status	41	method	operator-doc	operator-doc			Keep process metadata out of the mockup itself.	kept:operator-doc
R1848	apps/studio/workspace/README.md	Document review status	51	confirmation	operator-doc	operator-doc			For example, a capacity change in a shared model makes Strategy stale even while its text stays unchanged; Brand and product materials can become stale through that same dependency chain.	kept:operator-doc
R1849	apps/studio/workspace/README.md	Document review status	51	confirmation	operator-doc	operator-doc			If the decision is unaffected, it updates only the input snapshot and preserves the prior approval.	kept:operator-doc
R1850	apps/studio/workspace/README.md	Document review status	51	workflow	operator-doc	operator-doc			If affected, it corrects the owning document and obtains the confirmation required by that stage.	kept:operator-doc
R1851	apps/studio/workspace/README.md	Document review status	51	prohibition	operator-doc	operator-doc			A commit or an agent answer never means that the user approved a document.	kept:operator-doc
R1852	apps/studio/workspace/README.md	Document review status	59	gate-candidate	operator-doc	operator-doc			It records only the current reviewed input fingerprints, not a timeline.	kept:operator-doc
R1853	apps/studio/workspace/README.md	Document review status	59	inheritance	operator-doc	operator-doc			Dependencies resolve through the same selected layers as the document: a hidden base edit has no effect; an inherited section change does.	kept:operator-doc
R1854	apps/studio/workspace/README.md	Document review status	59	method	operator-doc	operator-doc			Selected product files keep their own inputs.	kept:operator-doc
R1855	apps/studio/workspace/README.md	Document review status	59	inheritance	operator-doc	operator-doc			Startup still needs its own user approval at approval gates.	kept:operator-doc
R1856	apps/studio/workspace/README.md	Document review status	65	method	operator-doc	operator-doc			Agents follow [the shared status contract](../../../.agents/contracts/document-confirmation.md).	kept:operator-doc
R1857	apps/studio/workspace/README.md	The three views	69	evidence	operator-doc	operator-doc			Every shared artifact has two editable sources and one resolved view:	kept:operator-doc
R1858	apps/studio/workspace/README.md	The three views	75	inheritance	operator-doc	operator-doc			A downstream project writes only its changes to startup; it does not copy unchanged framework prose.	kept:operator-doc
